"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"700","Czech Republic",2004,"male","25-34 years",193,862649,22.37,"Czech Republic2004",NA,"119,162,172,468",12226,"Generation X"
"701","Czech Republic",2004,"male","15-24 years",110,707587,15.55,"Czech Republic2004",NA,"119,162,172,468",12226,"Millenials"
"702","Czech Republic",2004,"female","75+ years",62,411827,15.05,"Czech Republic2004",NA,"119,162,172,468",12226,"Silent"
"703","Czech Republic",2004,"female","55-74 years",95,1150600,8.26,"Czech Republic2004",NA,"119,162,172,468",12226,"Silent"
"704","Czech Republic",2004,"female","35-54 years",99,1417483,6.98,"Czech Republic2004",NA,"119,162,172,468",12226,"Boomers"
"705","Czech Republic",2004,"female","25-34 years",24,829828,2.89,"Czech Republic2004",NA,"119,162,172,468",12226,"Generation X"
"706","Czech Republic",2004,"female","15-24 years",14,676084,2.07,"Czech Republic2004",NA,"119,162,172,468",12226,"Millenials"
"707","Czech Republic",2004,"male","5-14 years",5,553266,0.9,"Czech Republic2004",NA,"119,162,172,468",12226,"Millenials"
"708","Czech Republic",2004,"female","5-14 years",3,525775,0.57,"Czech Republic2004",NA,"119,162,172,468",12226,"Millenials"
"709","Czech Republic",2005,"male","75+ years",113,215366,52.47,"Czech Republic2005",0.847,"136,280,689,891",13961,"Silent"
"710","Czech Republic",2005,"male","35-54 years",516,1427262,36.15,"Czech Republic2005",0.847,"136,280,689,891",13961,"Boomers"
"711","Czech Republic",2005,"male","55-74 years",347,998004,34.77,"Czech Republic2005",0.847,"136,280,689,891",13961,"Silent"
"712","Czech Republic",2005,"male","25-34 years",208,877897,23.69,"Czech Republic2005",0.847,"136,280,689,891",13961,"Generation X"
"713","Czech Republic",2005,"male","15-24 years",85,695191,12.23,"Czech Republic2005",0.847,"136,280,689,891",13961,"Millenials"
"714","Czech Republic",2005,"female","75+ years",50,420901,11.88,"Czech Republic2005",0.847,"136,280,689,891",13961,"Silent"
"715","Czech Republic",2005,"female","35-54 years",109,1408555,7.74,"Czech Republic2005",0.847,"136,280,689,891",13961,"Boomers"
"716","Czech Republic",2005,"female","55-74 years",82,1171511,7,"Czech Republic2005",0.847,"136,280,689,891",13961,"Silent"
"717","Czech Republic",2005,"female","25-34 years",33,841934,3.92,"Czech Republic2005",0.847,"136,280,689,891",13961,"Generation X"
"718","Czech Republic",2005,"female","15-24 years",16,663458,2.41,"Czech Republic2005",0.847,"136,280,689,891",13961,"Millenials"
"719","Czech Republic",2005,"male","5-14 years",4,534812,0.75,"Czech Republic2005",0.847,"136,280,689,891",13961,"Millenials"
"720","Czech Republic",2005,"female","5-14 years",2,506842,0.39,"Czech Republic2005",0.847,"136,280,689,891",13961,"Millenials"
"721","Czech Republic",2006,"male","75+ years",125,222276,56.24,"Czech Republic2006",NA,"155,463,807,113",15896,"Silent"
"722","Czech Republic",2006,"male","35-54 years",459,1426930,32.17,"Czech Republic2006",NA,"155,463,807,113",15896,"Boomers"
"723","Czech Republic",2006,"male","55-74 years",299,1022887,29.23,"Czech Republic2006",NA,"155,463,807,113",15896,"Silent"
"724","Czech Republic",2006,"male","25-34 years",155,884745,17.52,"Czech Republic2006",NA,"155,463,807,113",15896,"Generation X"
"725","Czech Republic",2006,"male","15-24 years",101,690682,14.62,"Czech Republic2006",NA,"155,463,807,113",15896,"Millenials"
"726","Czech Republic",2006,"female","75+ years",41,430258,9.53,"Czech Republic2006",NA,"155,463,807,113",15896,"Silent"
"727","Czech Republic",2006,"female","55-74 years",90,1193318,7.54,"Czech Republic2006",NA,"155,463,807,113",15896,"Silent"
"728","Czech Republic",2006,"female","35-54 years",95,1401646,6.78,"Czech Republic2006",NA,"155,463,807,113",15896,"Boomers"
"729","Czech Republic",2006,"female","25-34 years",20,845584,2.37,"Czech Republic2006",NA,"155,463,807,113",15896,"Generation X"
"730","Czech Republic",2006,"female","15-24 years",12,658122,1.82,"Czech Republic2006",NA,"155,463,807,113",15896,"Millenials"
"731","Czech Republic",2006,"male","5-14 years",3,515573,0.58,"Czech Republic2006",NA,"155,463,807,113",15896,"Millenials"
"732","Czech Republic",2006,"female","5-14 years",0,488298,0,"Czech Republic2006",NA,"155,463,807,113",15896,"Millenials"
"733","Czech Republic",2007,"male","75+ years",109,229015,47.6,"Czech Republic2007",NA,"189,227,050,760",19273,"Silent"
"734","Czech Republic",2007,"male","55-74 years",322,1047512,30.74,"Czech Republic2007",NA,"189,227,050,760",19273,"Silent"
"735","Czech Republic",2007,"male","35-54 years",440,1434256,30.68,"Czech Republic2007",NA,"189,227,050,760",19273,"Boomers"
"736","Czech Republic",2007,"male","25-34 years",176,888983,19.8,"Czech Republic2007",NA,"189,227,050,760",19273,"Generation X"
"737","Czech Republic",2007,"male","15-24 years",100,690165,14.49,"Czech Republic2007",NA,"189,227,050,760",19273,"Millenials"
"738","Czech Republic",2007,"female","75+ years",49,438726,11.17,"Czech Republic2007",NA,"189,227,050,760",19273,"Silent"
"739","Czech Republic",2007,"female","55-74 years",72,1216178,5.92,"Czech Republic2007",NA,"189,227,050,760",19273,"Silent"
"740","Czech Republic",2007,"female","35-54 years",73,1400706,5.21,"Czech Republic2007",NA,"189,227,050,760",19273,"Boomers"
"741","Czech Republic",2007,"female","25-34 years",21,846092,2.48,"Czech Republic2007",NA,"189,227,050,760",19273,"Generation X"
"742","Czech Republic",2007,"female","15-24 years",15,654550,2.29,"Czech Republic2007",NA,"189,227,050,760",19273,"Millenials"
"743","Czech Republic",2007,"male","5-14 years",2,499126,0.4,"Czech Republic2007",NA,"189,227,050,760",19273,"Generation Z"
"744","Czech Republic",2007,"female","5-14 years",0,472986,0,"Czech Republic2007",NA,"189,227,050,760",19273,"Generation Z"
"745","Czech Republic",2008,"male","75+ years",137,235750,58.11,"Czech Republic2008",NA,"235,718,586,901",23811,"Silent"
"746","Czech Republic",2008,"male","35-54 years",434,1457201,29.78,"Czech Republic2008",NA,"235,718,586,901",23811,"Boomers"
"747","Czech Republic",2008,"male","55-74 years",291,1075692,27.05,"Czech Republic2008",NA,"235,718,586,901",23811,"Silent"
"748","Czech Republic",2008,"male","25-34 years",162,892070,18.16,"Czech Republic2008",NA,"235,718,586,901",23811,"Generation X"
"749","Czech Republic",2008,"male","15-24 years",96,692756,13.86,"Czech Republic2008",NA,"235,718,586,901",23811,"Millenials"
"750","Czech Republic",2008,"female","75+ years",37,446156,8.29,"Czech Republic2008",NA,"235,718,586,901",23811,"Silent"
"751","Czech Republic",2008,"female","55-74 years",84,1241767,6.76,"Czech Republic2008",NA,"235,718,586,901",23811,"Silent"
"752","Czech Republic",2008,"female","35-54 years",88,1412333,6.23,"Czech Republic2008",NA,"235,718,586,901",23811,"Boomers"
"753","Czech Republic",2008,"female","25-34 years",32,842858,3.8,"Czech Republic2008",NA,"235,718,586,901",23811,"Generation X"
"754","Czech Republic",2008,"female","15-24 years",14,653487,2.14,"Czech Republic2008",NA,"235,718,586,901",23811,"Millenials"
"755","Czech Republic",2008,"male","5-14 years",3,487813,0.61,"Czech Republic2008",NA,"235,718,586,901",23811,"Generation Z"
"756","Czech Republic",2008,"female","5-14 years",1,461711,0.22,"Czech Republic2008",NA,"235,718,586,901",23811,"Generation Z"
"757","Czech Republic",2009,"male","75+ years",135,240265,56.19,"Czech Republic2009",NA,"206,179,982,164",20748,"Silent"
"758","Czech Republic",2009,"male","35-54 years",476,1480738,32.15,"Czech Republic2009",NA,"206,179,982,164",20748,"Boomers"
"759","Czech Republic",2009,"male","55-74 years",337,1100133,30.63,"Czech Republic2009",NA,"206,179,982,164",20748,"Silent"
"760","Czech Republic",2009,"male","25-34 years",199,880108,22.61,"Czech Republic2009",NA,"206,179,982,164",20748,"Generation X"
"761","Czech Republic",2009,"male","15-24 years",81,685218,11.82,"Czech Republic2009",NA,"206,179,982,164",20748,"Millenials"
"762","Czech Republic",2009,"female","75+ years",42,450517,9.32,"Czech Republic2009",NA,"206,179,982,164",20748,"Silent"
"763","Czech Republic",2009,"female","55-74 years",78,1265312,6.16,"Czech Republic2009",NA,"206,179,982,164",20748,"Silent"
"764","Czech Republic",2009,"female","35-54 years",79,1428022,5.53,"Czech Republic2009",NA,"206,179,982,164",20748,"Boomers"
"765","Czech Republic",2009,"female","15-24 years",16,646079,2.48,"Czech Republic2009",NA,"206,179,982,164",20748,"Millenials"
"766","Czech Republic",2009,"female","25-34 years",18,827079,2.18,"Czech Republic2009",NA,"206,179,982,164",20748,"Generation X"
"767","Czech Republic",2009,"male","5-14 years",2,479988,0.42,"Czech Republic2009",NA,"206,179,982,164",20748,"Generation Z"
"768","Czech Republic",2009,"female","5-14 years",1,453948,0.22,"Czech Republic2009",NA,"206,179,982,164",20748,"Generation Z"
"769","Czech Republic",2010,"male","75+ years",115,243211,47.28,"Czech Republic2010",0.863,"207,477,857,919",20862,"Silent"
"770","Czech Republic",2010,"male","55-74 years",394,1121705,35.13,"Czech Republic2010",0.863,"207,477,857,919",20862,"Silent"
"771","Czech Republic",2010,"male","35-54 years",473,1499075,31.55,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation X"
"772","Czech Republic",2010,"male","25-34 years",168,858416,19.57,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation X"
"773","Czech Republic",2010,"male","15-24 years",94,665538,14.12,"Czech Republic2010",0.863,"207,477,857,919",20862,"Millenials"
"774","Czech Republic",2010,"female","75+ years",40,453417,8.82,"Czech Republic2010",0.863,"207,477,857,919",20862,"Silent"
"775","Czech Republic",2010,"female","55-74 years",84,1288749,6.52,"Czech Republic2010",0.863,"207,477,857,919",20862,"Silent"
"776","Czech Republic",2010,"female","35-54 years",87,1445352,6.02,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation X"
"777","Czech Republic",2010,"female","25-34 years",26,805752,3.23,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation X"
"778","Czech Republic",2010,"female","15-24 years",20,629937,3.17,"Czech Republic2010",0.863,"207,477,857,919",20862,"Millenials"
"779","Czech Republic",2010,"male","5-14 years",1,479853,0.21,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation Z"
"780","Czech Republic",2010,"female","5-14 years",0,454268,0,"Czech Republic2010",0.863,"207,477,857,919",20862,"Generation Z"
"781","Denmark",2000,"male","75+ years",72,138454,52,"Denmark2000",0.862,"164,158,800,460",32841,"G.I. Generation"
"782","Denmark",2000,"male","55-74 years",142,495321,28.67,"Denmark2000",0.862,"164,158,800,460",32841,"Silent"
"783","Denmark",2000,"male","35-54 years",218,783883,27.81,"Denmark2000",0.862,"164,158,800,460",32841,"Boomers"
"784","Denmark",2000,"female","75+ years",42,239483,17.54,"Denmark2000",0.862,"164,158,800,460",32841,"G.I. Generation"
"785","Denmark",2000,"male","25-34 years",61,403105,15.13,"Denmark2000",0.862,"164,158,800,460",32841,"Generation X"
"786","Denmark",2000,"male","15-24 years",39,310470,12.56,"Denmark2000",0.862,"164,158,800,460",32841,"Generation X"
"787","Denmark",2000,"female","55-74 years",54,528095,10.23,"Denmark2000",0.862,"164,158,800,460",32841,"Silent"
"788","Denmark",2000,"female","35-54 years",74,760859,9.73,"Denmark2000",0.862,"164,158,800,460",32841,"Boomers"
"789","Denmark",2000,"female","25-34 years",16,389550,4.11,"Denmark2000",0.862,"164,158,800,460",32841,"Generation X"
"790","Denmark",2000,"female","15-24 years",9,300690,2.99,"Denmark2000",0.862,"164,158,800,460",32841,"Generation X"
"791","Denmark",2000,"male","5-14 years",1,332762,0.3,"Denmark2000",0.862,"164,158,800,460",32841,"Millenials"
"792","Denmark",2000,"female","5-14 years",0,315938,0,"Denmark2000",0.862,"164,158,800,460",32841,"Millenials"
"793","Denmark",2001,"male","75+ years",82,139637,58.72,"Denmark2001",NA,"164,791,416,350",32837,"Silent"
"794","Denmark",2001,"male","35-54 years",204,783604,26.03,"Denmark2001",NA,"164,791,416,350",32837,"Boomers"
"795","Denmark",2001,"male","55-74 years",123,512361,24.01,"Denmark2001",NA,"164,791,416,350",32837,"Silent"
"796","Denmark",2001,"female","75+ years",48,239716,20.02,"Denmark2001",NA,"164,791,416,350",32837,"Silent"
"797","Denmark",2001,"female","55-74 years",83,541963,15.31,"Denmark2001",NA,"164,791,416,350",32837,"Silent"
"798","Denmark",2001,"male","25-34 years",58,394591,14.7,"Denmark2001",NA,"164,791,416,350",32837,"Generation X"
"799","Denmark",2001,"male","15-24 years",38,304335,12.49,"Denmark2001",NA,"164,791,416,350",32837,"Millenials"
"800","Denmark",2001,"female","35-54 years",73,761705,9.58,"Denmark2001",NA,"164,791,416,350",32837,"Boomers"
"801","Denmark",2001,"female","15-24 years",7,294773,2.37,"Denmark2001",NA,"164,791,416,350",32837,"Millenials"
"802","Denmark",2001,"female","25-34 years",9,383262,2.35,"Denmark2001",NA,"164,791,416,350",32837,"Generation X"
"803","Denmark",2001,"male","5-14 years",2,340220,0.59,"Denmark2001",NA,"164,791,416,350",32837,"Millenials"
"804","Denmark",2001,"female","5-14 years",0,322284,0,"Denmark2001",NA,"164,791,416,350",32837,"Millenials"
"805","Denmark",2002,"male","75+ years",77,140549,54.79,"Denmark2002",NA,"178,635,160,297",35435,"Silent"
"806","Denmark",2002,"male","55-74 years",140,528640,26.48,"Denmark2002",NA,"178,635,160,297",35435,"Silent"
"807","Denmark",2002,"male","35-54 years",182,784825,23.19,"Denmark2002",NA,"178,635,160,297",35435,"Boomers"
"808","Denmark",2002,"female","75+ years",42,239014,17.57,"Denmark2002",NA,"178,635,160,297",35435,"Silent"
"809","Denmark",2002,"male","25-34 years",64,383869,16.67,"Denmark2002",NA,"178,635,160,297",35435,"Generation X"
"810","Denmark",2002,"male","15-24 years",40,302190,13.24,"Denmark2002",NA,"178,635,160,297",35435,"Millenials"
"811","Denmark",2002,"female","55-74 years",63,556057,11.33,"Denmark2002",NA,"178,635,160,297",35435,"Silent"
"812","Denmark",2002,"female","35-54 years",63,762841,8.26,"Denmark2002",NA,"178,635,160,297",35435,"Boomers"
"813","Denmark",2002,"female","25-34 years",11,374887,2.93,"Denmark2002",NA,"178,635,160,297",35435,"Generation X"
"814","Denmark",2002,"female","15-24 years",6,292727,2.05,"Denmark2002",NA,"178,635,160,297",35435,"Millenials"
"815","Denmark",2002,"female","5-14 years",0,328734,0,"Denmark2002",NA,"178,635,160,297",35435,"Millenials"
"816","Denmark",2002,"male","5-14 years",0,346889,0,"Denmark2002",NA,"178,635,160,297",35435,"Millenials"
"817","Denmark",2003,"male","75+ years",73,141062,51.75,"Denmark2003",NA,"218,095,997,085",43129,"Silent"
"818","Denmark",2003,"male","35-54 years",206,784047,26.27,"Denmark2003",NA,"218,095,997,085",43129,"Boomers"
"819","Denmark",2003,"male","55-74 years",129,542296,23.79,"Denmark2003",NA,"218,095,997,085",43129,"Silent"
"820","Denmark",2003,"male","25-34 years",48,376343,12.75,"Denmark2003",NA,"218,095,997,085",43129,"Generation X"
"821","Denmark",2003,"female","75+ years",26,237848,10.93,"Denmark2003",NA,"218,095,997,085",43129,"Silent"
"822","Denmark",2003,"female","55-74 years",59,567852,10.39,"Denmark2003",NA,"218,095,997,085",43129,"Silent"
"823","Denmark",2003,"male","15-24 years",24,300836,7.98,"Denmark2003",NA,"218,095,997,085",43129,"Millenials"
"824","Denmark",2003,"female","35-54 years",43,763110,5.63,"Denmark2003",NA,"218,095,997,085",43129,"Boomers"
"825","Denmark",2003,"female","25-34 years",19,369080,5.15,"Denmark2003",NA,"218,095,997,085",43129,"Generation X"
"826","Denmark",2003,"female","15-24 years",6,290582,2.06,"Denmark2003",NA,"218,095,997,085",43129,"Millenials"
"827","Denmark",2003,"female","5-14 years",0,332848,0,"Denmark2003",NA,"218,095,997,085",43129,"Millenials"
"828","Denmark",2003,"male","5-14 years",0,350879,0,"Denmark2003",NA,"218,095,997,085",43129,"Millenials"
"829","Denmark",2004,"male","75+ years",69,142305,48.49,"Denmark2004",NA,"251,373,036,671",49552,"Silent"
"830","Denmark",2004,"male","35-54 years",180,782832,22.99,"Denmark2004",NA,"251,373,036,671",49552,"Boomers"
"831","Denmark",2004,"male","55-74 years",125,553556,22.58,"Denmark2004",NA,"251,373,036,671",49552,"Silent"
"832","Denmark",2004,"male","25-34 years",60,369973,16.22,"Denmark2004",NA,"251,373,036,671",49552,"Generation X"
"833","Denmark",2004,"female","55-74 years",66,578536,11.41,"Denmark2004",NA,"251,373,036,671",49552,"Silent"
"834","Denmark",2004,"male","15-24 years",33,301933,10.93,"Denmark2004",NA,"251,373,036,671",49552,"Millenials"
"835","Denmark",2004,"female","75+ years",23,237260,9.69,"Denmark2004",NA,"251,373,036,671",49552,"Silent"
"836","Denmark",2004,"female","35-54 years",71,762293,9.31,"Denmark2004",NA,"251,373,036,671",49552,"Boomers"
"837","Denmark",2004,"female","25-34 years",19,364710,5.21,"Denmark2004",NA,"251,373,036,671",49552,"Generation X"
"838","Denmark",2004,"female","15-24 years",11,290626,3.78,"Denmark2004",NA,"251,373,036,671",49552,"Millenials"
"839","Denmark",2004,"female","5-14 years",2,335587,0.6,"Denmark2004",NA,"251,373,036,671",49552,"Millenials"
"840","Denmark",2004,"male","5-14 years",2,353316,0.57,"Denmark2004",NA,"251,373,036,671",49552,"Millenials"
"841","Denmark",2005,"male","75+ years",83,143327,57.91,"Denmark2005",0.902,"264,467,308,109",51960,"Silent"
"842","Denmark",2005,"male","55-74 years",139,564794,24.61,"Denmark2005",0.902,"264,467,308,109",51960,"Silent"
"843","Denmark",2005,"male","35-54 years",158,781448,20.22,"Denmark2005",0.902,"264,467,308,109",51960,"Boomers"
"844","Denmark",2005,"female","75+ years",38,236734,16.05,"Denmark2005",0.902,"264,467,308,109",51960,"Silent"
"845","Denmark",2005,"male","25-34 years",53,364110,14.56,"Denmark2005",0.902,"264,467,308,109",51960,"Generation X"
"846","Denmark",2005,"female","55-74 years",61,588430,10.37,"Denmark2005",0.902,"264,467,308,109",51960,"Silent"
"847","Denmark",2005,"female","35-54 years",58,762175,7.61,"Denmark2005",0.902,"264,467,308,109",51960,"Boomers"
"848","Denmark",2005,"male","15-24 years",21,305232,6.88,"Denmark2005",0.902,"264,467,308,109",51960,"Millenials"
"849","Denmark",2005,"female","25-34 years",10,360100,2.78,"Denmark2005",0.902,"264,467,308,109",51960,"Generation X"
"850","Denmark",2005,"female","15-24 years",7,292929,2.39,"Denmark2005",0.902,"264,467,308,109",51960,"Millenials"
"851","Denmark",2005,"male","5-14 years",3,354025,0.85,"Denmark2005",0.902,"264,467,308,109",51960,"Millenials"
"852","Denmark",2005,"female","5-14 years",0,336548,0,"Denmark2005",0.902,"264,467,308,109",51960,"Millenials"
"853","Denmark",2006,"male","75+ years",79,144928,54.51,"Denmark2006",NA,"282,884,912,894",55354,"Silent"
"854","Denmark",2006,"male","55-74 years",155,575056,26.95,"Denmark2006",NA,"282,884,912,894",55354,"Silent"
"855","Denmark",2006,"male","35-54 years",161,782816,20.57,"Denmark2006",NA,"282,884,912,894",55354,"Boomers"
"856","Denmark",2006,"male","25-34 years",52,355908,14.61,"Denmark2006",NA,"282,884,912,894",55354,"Generation X"
"857","Denmark",2006,"female","55-74 years",71,597984,11.87,"Denmark2006",NA,"282,884,912,894",55354,"Silent"
"858","Denmark",2006,"female","75+ years",25,236472,10.57,"Denmark2006",NA,"282,884,912,894",55354,"Silent"
"859","Denmark",2006,"male","15-24 years",24,312053,7.69,"Denmark2006",NA,"282,884,912,894",55354,"Millenials"
"860","Denmark",2006,"female","35-54 years",57,763418,7.47,"Denmark2006",NA,"282,884,912,894",55354,"Boomers"
"861","Denmark",2006,"female","25-34 years",15,353444,4.24,"Denmark2006",NA,"282,884,912,894",55354,"Generation X"
"862","Denmark",2006,"female","15-24 years",9,298500,3.02,"Denmark2006",NA,"282,884,912,894",55354,"Millenials"
"863","Denmark",2006,"female","5-14 years",1,336170,0.3,"Denmark2006",NA,"282,884,912,894",55354,"Millenials"
"864","Denmark",2006,"male","5-14 years",1,353711,0.28,"Denmark2006",NA,"282,884,912,894",55354,"Millenials"
"865","Denmark",2007,"male","75+ years",59,146309,40.33,"Denmark2007",NA,"319,423,370,134",62229,"Silent"
"866","Denmark",2007,"male","55-74 years",124,584457,21.22,"Denmark2007",NA,"319,423,370,134",62229,"Silent"
"867","Denmark",2007,"male","35-54 years",145,786990,18.42,"Denmark2007",NA,"319,423,370,134",62229,"Boomers"
"868","Denmark",2007,"male","25-34 years",56,347246,16.13,"Denmark2007",NA,"319,423,370,134",62229,"Generation X"
"869","Denmark",2007,"female","75+ years",33,235854,13.99,"Denmark2007",NA,"319,423,370,134",62229,"Silent"
"870","Denmark",2007,"female","35-54 years",71,768072,9.24,"Denmark2007",NA,"319,423,370,134",62229,"Boomers"
"871","Denmark",2007,"female","55-74 years",55,606387,9.07,"Denmark2007",NA,"319,423,370,134",62229,"Silent"
"872","Denmark",2007,"male","15-24 years",15,320054,4.69,"Denmark2007",NA,"319,423,370,134",62229,"Millenials"
"873","Denmark",2007,"female","25-34 years",15,345418,4.34,"Denmark2007",NA,"319,423,370,134",62229,"Generation X"
"874","Denmark",2007,"female","15-24 years",6,305722,1.96,"Denmark2007",NA,"319,423,370,134",62229,"Millenials"
"875","Denmark",2007,"male","5-14 years",2,351664,0.57,"Denmark2007",NA,"319,423,370,134",62229,"Generation Z"
"876","Denmark",2007,"female","5-14 years",0,334828,0,"Denmark2007",NA,"319,423,370,134",62229,"Generation Z"
"877","Denmark",2008,"male","75+ years",62,147834,41.94,"Denmark2008",NA,"353,361,056,080",68447,"Silent"
"878","Denmark",2008,"male","55-74 years",127,595286,21.33,"Denmark2008",NA,"353,361,056,080",68447,"Silent"
"879","Denmark",2008,"male","35-54 years",150,788890,19.01,"Denmark2008",NA,"353,361,056,080",68447,"Boomers"
"880","Denmark",2008,"male","25-34 years",48,341329,14.06,"Denmark2008",NA,"353,361,056,080",68447,"Generation X"
"881","Denmark",2008,"female","75+ years",27,235396,11.47,"Denmark2008",NA,"353,361,056,080",68447,"Silent"
"882","Denmark",2008,"female","55-74 years",63,616691,10.22,"Denmark2008",NA,"353,361,056,080",68447,"Silent"
"883","Denmark",2008,"female","35-54 years",76,770688,9.86,"Denmark2008",NA,"353,361,056,080",68447,"Boomers"
"884","Denmark",2008,"male","15-24 years",30,330409,9.08,"Denmark2008",NA,"353,361,056,080",68447,"Millenials"
"885","Denmark",2008,"female","25-34 years",9,338992,2.65,"Denmark2008",NA,"353,361,056,080",68447,"Generation X"
"886","Denmark",2008,"female","15-24 years",8,315514,2.54,"Denmark2008",NA,"353,361,056,080",68447,"Millenials"
"887","Denmark",2008,"female","5-14 years",2,332388,0.6,"Denmark2008",NA,"353,361,056,080",68447,"Generation Z"
"888","Denmark",2008,"male","5-14 years",1,349108,0.29,"Denmark2008",NA,"353,361,056,080",68447,"Generation Z"
"889","Denmark",2009,"male","75+ years",64,150153,42.62,"Denmark2009",NA,"321,241,396,034",61863,"Silent"
"890","Denmark",2009,"male","55-74 years",165,604423,27.3,"Denmark2009",NA,"321,241,396,034",61863,"Silent"
"891","Denmark",2009,"male","35-54 years",186,790578,23.53,"Denmark2009",NA,"321,241,396,034",61863,"Boomers"
"892","Denmark",2009,"female","75+ years",32,235213,13.6,"Denmark2009",NA,"321,241,396,034",61863,"Silent"
"893","Denmark",2009,"male","25-34 years",36,335963,10.72,"Denmark2009",NA,"321,241,396,034",61863,"Generation X"
"894","Denmark",2009,"female","55-74 years",52,625986,8.31,"Denmark2009",NA,"321,241,396,034",61863,"Silent"
"895","Denmark",2009,"male","15-24 years",24,340143,7.06,"Denmark2009",NA,"321,241,396,034",61863,"Millenials"
"896","Denmark",2009,"female","35-54 years",43,773415,5.56,"Denmark2009",NA,"321,241,396,034",61863,"Boomers"
"897","Denmark",2009,"female","25-34 years",13,334052,3.89,"Denmark2009",NA,"321,241,396,034",61863,"Generation X"
"898","Denmark",2009,"female","15-24 years",4,324876,1.23,"Denmark2009",NA,"321,241,396,034",61863,"Millenials"
"899","Denmark",2009,"male","5-14 years",2,347259,0.58,"Denmark2009",NA,"321,241,396,034",61863,"Generation Z"
"900","Denmark",2009,"female","5-14 years",1,330729,0.3,"Denmark2009",NA,"321,241,396,034",61863,"Generation Z"
"901","Denmark",2010,"male","75+ years",61,153231,39.81,"Denmark2010",0.908,"321,995,350,347",61711,"Silent"
"902","Denmark",2010,"male","55-74 years",142,613233,23.16,"Denmark2010",0.908,"321,995,350,347",61711,"Silent"
"903","Denmark",2010,"male","35-54 years",142,791338,17.94,"Denmark2010",0.908,"321,995,350,347",61711,"Generation X"
"904","Denmark",2010,"male","25-34 years",43,329780,13.04,"Denmark2010",0.908,"321,995,350,347",61711,"Generation X"
"905","Denmark",2010,"female","75+ years",22,236409,9.31,"Denmark2010",0.908,"321,995,350,347",61711,"Silent"
"906","Denmark",2010,"female","55-74 years",56,634607,8.82,"Denmark2010",0.908,"321,995,350,347",61711,"Silent"
"907","Denmark",2010,"female","35-54 years",64,776699,8.24,"Denmark2010",0.908,"321,995,350,347",61711,"Generation X"
"908","Denmark",2010,"male","15-24 years",17,349175,4.87,"Denmark2010",0.908,"321,995,350,347",61711,"Millenials"
"909","Denmark",2010,"female","15-24 years",10,333696,3,"Denmark2010",0.908,"321,995,350,347",61711,"Millenials"
"910","Denmark",2010,"female","25-34 years",6,327722,1.83,"Denmark2010",0.908,"321,995,350,347",61711,"Generation X"
"911","Denmark",2010,"female","5-14 years",0,327790,0,"Denmark2010",0.908,"321,995,350,347",61711,"Generation Z"
"912","Denmark",2010,"male","5-14 years",0,344105,0,"Denmark2010",0.908,"321,995,350,347",61711,"Generation Z"
"913","Estonia",2000,"male","75+ years",19,19265,98.62,"Estonia2000",0.78,"5,685,774,809",4262,"G.I. Generation"
"914","Estonia",2000,"male","35-54 years",136,185960,73.13,"Estonia2000",0.78,"5,685,774,809",4262,"Boomers"
"915","Estonia",2000,"male","55-74 years",66,118085,55.89,"Estonia2000",0.78,"5,685,774,809",4262,"Silent"
"916","Estonia",2000,"male","25-34 years",38,97425,39,"Estonia2000",0.78,"5,685,774,809",4262,"Generation X"
"917","Estonia",2000,"male","15-24 years",30,103020,29.12,"Estonia2000",0.78,"5,685,774,809",4262,"Generation X"
"918","Estonia",2000,"female","55-74 years",38,173775,21.87,"Estonia2000",0.78,"5,685,774,809",4262,"Silent"
"919","Estonia",2000,"female","75+ years",10,57680,17.34,"Estonia2000",0.78,"5,685,774,809",4262,"G.I. Generation"
"920","Estonia",2000,"female","25-34 years",11,95540,11.51,"Estonia2000",0.78,"5,685,774,809",4262,"Generation X"
"921","Estonia",2000,"female","35-54 years",22,202765,10.85,"Estonia2000",0.78,"5,685,774,809",4262,"Boomers"
"922","Estonia",2000,"female","15-24 years",6,97165,6.18,"Estonia2000",0.78,"5,685,774,809",4262,"Generation X"
"923","Estonia",2000,"female","5-14 years",1,88530,1.13,"Estonia2000",0.78,"5,685,774,809",4262,"Millenials"
"924","Estonia",2000,"male","5-14 years",0,94965,0,"Estonia2000",0.78,"5,685,774,809",4262,"Millenials"
"925","Estonia",2001,"male","35-54 years",135,185880,72.63,"Estonia2001",NA,"6,245,069,734",4711,"Boomers"
"926","Estonia",2001,"male","55-74 years",84,117120,71.72,"Estonia2001",NA,"6,245,069,734",4711,"Silent"
"927","Estonia",2001,"male","75+ years",12,19975,60.08,"Estonia2001",NA,"6,245,069,734",4711,"Silent"
"928","Estonia",2001,"male","25-34 years",44,97810,44.99,"Estonia2001",NA,"6,245,069,734",4711,"Generation X"
"929","Estonia",2001,"female","75+ years",26,59580,43.64,"Estonia2001",NA,"6,245,069,734",4711,"Silent"
"930","Estonia",2001,"male","15-24 years",36,102895,34.99,"Estonia2001",NA,"6,245,069,734",4711,"Millenials"
