"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1979",30.377,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1980",66.968,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1981",73.403,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1982",80.07,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1983",86.508,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1984",91.752,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1985",96.749,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1986",101.423,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1987",106.995,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1988",83.41,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1989",90.651,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1990",104.135,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1991",115.417,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1992",122.897,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1993",161.99,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1994",154.856,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1995",168.187,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1996",186.07,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1997",211.594,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1998",227.001,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1999",241.838,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2000",285.137,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2001",293.493,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2002",340.848,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2003",340.567,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2004",367.887,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2005",361.461,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2006",365.848,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2007",369.795,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2008",366.041,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2009",356.519,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2010",365.422,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2011",397.13,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2012",402.861,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2013",416.312,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2014",427.469,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2015",439.683,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2016",439.097,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2017",456.273,"P"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2018",452.196,"P"
"POL","PHARMAEXP","TOT","PC_GDP","A","2002",1.794,
"POL","PHARMAEXP","TOT","PC_GDP","A","2003",1.883,
"POL","PHARMAEXP","TOT","PC_GDP","A","2004",1.819,
"POL","PHARMAEXP","TOT","PC_GDP","A","2005",1.728,
"POL","PHARMAEXP","TOT","PC_GDP","A","2006",1.672,
"POL","PHARMAEXP","TOT","PC_GDP","A","2007",1.559,
"POL","PHARMAEXP","TOT","PC_GDP","A","2008",1.568,
"POL","PHARMAEXP","TOT","PC_GDP","A","2009",1.619,
"POL","PHARMAEXP","TOT","PC_GDP","A","2010",1.562,
"POL","PHARMAEXP","TOT","PC_GDP","A","2011",1.505,
"POL","PHARMAEXP","TOT","PC_GDP","A","2012",1.38,
"POL","PHARMAEXP","TOT","PC_GDP","A","2013",1.384,
"POL","PHARMAEXP","TOT","PC_GDP","A","2014",1.341,
"POL","PHARMAEXP","TOT","PC_GDP","A","2015",1.329,
"POL","PHARMAEXP","TOT","PC_GDP","A","2016",1.346,
"POL","PHARMAEXP","TOT","PC_GDP","A","2017",1.334,
"POL","PHARMAEXP","TOT","USD_CAP","A","2002",228.42,
"POL","PHARMAEXP","TOT","USD_CAP","A","2003",246.778,
"POL","PHARMAEXP","TOT","USD_CAP","A","2004",259.672,
"POL","PHARMAEXP","TOT","USD_CAP","A","2005",248.394,
"POL","PHARMAEXP","TOT","USD_CAP","A","2006",260.121,
"POL","PHARMAEXP","TOT","USD_CAP","A","2007",278.822,
"POL","PHARMAEXP","TOT","USD_CAP","A","2008",300.86,
"POL","PHARMAEXP","TOT","USD_CAP","A","2009",323.304,
"POL","PHARMAEXP","TOT","USD_CAP","A","2010",346.214,
"POL","PHARMAEXP","TOT","USD_CAP","A","2011",361.408,
"POL","PHARMAEXP","TOT","USD_CAP","A","2012",351.322,
"POL","PHARMAEXP","TOT","USD_CAP","A","2013",362.625,
"POL","PHARMAEXP","TOT","USD_CAP","A","2014",362.176,
"POL","PHARMAEXP","TOT","USD_CAP","A","2015",378.016,
"POL","PHARMAEXP","TOT","USD_CAP","A","2016",396.034,
"POL","PHARMAEXP","TOT","USD_CAP","A","2017",417.474,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1970",0.322,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1977",0.846,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1978",1.021,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1979",1.025,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1980",1.004,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1981",0.978,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1982",0.965,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1983",0.969,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1984",1.018,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1985",1.393,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1986",1.365,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1987",1.462,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1988",1.397,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1989",1.344,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1990",1.396,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1991",1.497,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1992",1.567,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1993",1.691,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1994",1.673,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1995",1.748,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","1996",1.835,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1997",1.832,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1998",1.783,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2000",1.832,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","2001",1.89,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2002",1.929,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2003",1.984,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2004",2.076,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2005",2.084,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2006",2.041,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2007",2.007,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2008",1.981,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2009",1.991,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2010",1.892,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2011",1.751,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2012",1.555,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2013",1.419,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2014",1.389,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2015",1.388,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2016",1.36,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2017",1.309,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1970",6.339,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1977",32.692,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1978",43.538,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1979",47.825,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1980",53.546,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1981",56.248,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1982",59.84,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1983",62.025,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1984",64.606,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1985",96.36,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1986",106.541,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1987",125.296,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1988",133.699,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1989",140.203,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1990",159.364,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1991",181.779,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1992",200.15,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1993",215.685,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1994",224.319,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1995",244.854,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","1996",267.221,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1997",282.616,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1998",288.282,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2000",349.969,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","2001",374.475,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2002",404.02,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2003",418.103,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2004",454.639,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2005",471.706,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2006",488.516,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2007",498.775,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2008",505.455,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2009",495.258,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2010",487.271,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2011",442.422,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2012",390.273,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2013",377.363,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2014",377.39,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2015",392.909,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2016",401.305,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2017",402.639,
"SVK","PHARMAEXP","TOT","PC_GDP","A","1999",1.928,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2000",1.843,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2001",1.851,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2002",2.072,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2003",2.196,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2004",2.215,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2005",2.196,"B"
"SVK","PHARMAEXP","TOT","PC_GDP","A","2006",2.136,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2007",2.112,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2008",2.101,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2009",2.342,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2010",2.278,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2011",2.131,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2012",2.026,"B"
"SVK","PHARMAEXP","TOT","PC_GDP","A","2013",1.998,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2014",1.867,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2015",1.839,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2016",1.855,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2017",1.779,
"SVK","PHARMAEXP","TOT","USD_CAP","A","1999",229.096,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2000",239.384,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2001",262.882,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2002",326.289,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2003",352.731,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2004",376.309,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2005",396.543,"B"
"SVK","PHARMAEXP","TOT","USD_CAP","A","2006",417.571,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2007",465.217,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2008",508.8,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2009",533.718,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2010",586.999,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2011",567.145,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2012",556.726,"B"
"SVK","PHARMAEXP","TOT","USD_CAP","A","2013",571.491,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2014",543.317,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2015",553.341,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2016",581.709,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2017",577.354,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1980",1.083,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1981",1.096,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1982",1.153,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1983",1.104,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1984",0.993,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1985",1.061,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1986",0.983,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1987",0.98,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1988",1.039,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1989",1.084,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1990",1.132,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1995",1.394,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1996",1.433,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1997",1.482,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1998",1.498,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1999",1.532,"B"
"ESP","PHARMAEXP","TOT","PC_GDP","A","2000",1.497,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2001",1.489,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2002",1.541,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2003",1.647,"B"
"ESP","PHARMAEXP","TOT","PC_GDP","A","2004",1.62,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2005",1.585,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2006",1.523,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2007",1.49,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2008",1.532,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2009",1.641,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2010",1.641,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2011",1.614,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2012",1.601,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2013",1.682,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2014",1.628,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2015",1.642,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2016",1.708,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2017",1.646,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1980",71.953,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1981",77.366,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1982",86.234,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1983",86.722,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1984",82.525,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1985",93.478,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1986",92.606,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1987",100.709,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1988",117.211,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1989",133.928,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1990",152.319,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1995",222.541,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1996",239.025,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1997",262.389,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1998",281.909,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1999",303.135,"B"
"ESP","PHARMAEXP","TOT","USD_CAP","A","2000",334.457,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2001",358.832,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2002",408.498,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2003",439.596,"B"
"ESP","PHARMAEXP","TOT","USD_CAP","A","2004",450.145,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2005",455.226,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2006",467.183,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2007",469.578,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2008",491.441,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2009",500.013,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2010",496.124,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2011",484.291,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2012",481.055,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2013",515.538,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2014",514.775,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2015",545.118,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2016",591.335,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2017",598.201,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1970",0.422,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1971",0.461,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1972",0.513,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1973",0.561,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1974",0.562,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1975",0.56,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1976",0.554,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1977",0.584,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1978",0.573,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1979",0.555,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1980",0.546,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1981",0.557,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1982",0.585,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1983",0.586,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1984",0.554,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1985",0.563,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1986",0.564,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1987",0.586,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1988",0.539,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1989",0.616,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1990",0.625,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1991",0.662,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1992",0.76,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1993",0.87,"B"
"SWE","PHARMAEXP","TOT","PC_GDP","A","1994",0.91,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1995",0.942,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1996",1.067,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1997",0.952,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1998",1.056,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1999",1.084,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2000",1.074,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2001",1.172,"B"
"SWE","PHARMAEXP","TOT","PC_GDP","A","2002",1.228,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2003",1.202,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2004",1.166,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2005",1.151,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2006",1.137,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2007",1.105,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2008",1.133,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2009",1.204,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2010",1.128,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2011",1.093,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2012",1.109,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2013",1.092,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2014",1.092,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2015",1.086,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2016",1.112,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2017",1.079,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1970",20.833,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1971",23.784,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1972",28.114,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1973",33.493,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1974",37.753,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1975",42.919,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1976",45.458,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1977",49.908,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1978",52.091,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1979",56.965,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1980",62.583,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1981",67.73,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1982",74.636,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1983",78.474,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1984",80.275,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1985",85.888,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1986",91.546,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1987",100.544,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1988",98.726,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1989",121.405,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1990",128.399,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1991",135.376,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1992",155.218,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1993",170.392,"B"
"SWE","PHARMAEXP","TOT","USD_CAP","A","1994",187.461,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1995",205.96,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1996",240.884,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1997",222.542,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1998",258.263,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1999",286.758,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2000",318.481,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2001",352.705,"B"
"SWE","PHARMAEXP","TOT","USD_CAP","A","2002",390.711,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2003",383.348,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2004",394.644,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2005",394.168,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2006",422.194,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2007",443.104,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2008",468.692,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2009",467.937,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2010",458.344,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2011",459.427,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2012",476.39,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2013",467.728,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2014",479.225,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2015",496.039,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2016",511.414,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2017",515.38,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2010",1.518,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2011",1.525,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2012",1.549,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2013",1.564,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2014",1.563,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2015",1.63,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2016",1.688,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2017",1.664,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2010",751.617,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2011",775.466,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2012",811.852,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2013",855.215,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2014",875.763,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2015",927.429,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2016",958.632,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2017",963.242,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1981",0.276,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1982",0.277,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1983",0.261,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1984",0.231,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1985",0.207,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1986",0.228,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1987",0.253,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1990",0.54,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1994",0.83,
"TUR","PHARMAEXP","TOT","PC_GDP","A","1999",1.221,"B"
"TUR","PHARMAEXP","TOT","PC_GDP","A","2000",1.285,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1981",9.685,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1982",10.331,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1983",10.565,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1984",9.983,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1985",9.627,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1986",11.872,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1987",13.168,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1990",33.427,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1994",56.529,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1999",100.909,"B"
"TUR","PHARMAEXP","TOT","USD_CAP","A","2000",120.065,
"GBR","PHARMAEXP","TOT","PC_GDP","A","1970",0.628,
"GBR","PHARMAEXP","TOT","PC_GDP","A","1971",0.642,
"GBR","PHARMAEXP","TOT","PC_GDP","A","1972",0.638,
